0.098 0.035 0.029 764 44.08 38.71
0.100 0.035 0.030 779 46.65 40.27
0.100 0.035 0.030 766 44.49 39.42
0.098 0.035 0.029 766 46.34 40.52
0.099 0.035 0.030 734 46.91 40.01
0.099 0.035 0.030 759 46.20 39.57
0.093 0.037 0.031 649 49.45 41.32
0.092 0.038 0.032 674 50.45 41.18
0.092 0.038 0.032 703 47.47 38.17
0.093 0.038 0.033 681 48.71 39.34
0.094 0.040 0.033 659 51.93 39.04
0.091 0.038 0.033 650 48.96 40.97
0.107 0.033 0.027 720 39.93 33.48
0.105 0.034 0.026 684 38.15 31.82
0.106 0.034 0.028 728 40.68 33.23
0.105 0.034 0.028 711 39.89 32.38
0.107 0.032 0.028 682 38.57 32.40
0.105 0.034 0.028 676 40.50 32.98
0.105 0.034 0.023 589 37.89 27.99
0.105 0.034 0.023 621 37.51 27.61
0.104 0.034 0.022 596 38.64 28.49
0.105 0.033 0.019 592 38.09 26.46
0.105 0.034 0.022 609 38.26 27.75
0.105 0.034 0.020 591 36.92 27.63
0.108 0.035 0.022 665 40.27 27.01
0.109 0.035 0.021 675 40.66 27.14
0.108 0.035 0.022 708 40.46 25.95
0.109 0.035 0.021 684 40.97 24.71
0.108 0.035 0.021 681 40.59 26.89
0.109 0.035 0.022 700 40.44 27.22
0.113 0.033 0.017 612 44.94 27.80
0.115 0.036 0.018 644 42.87 28.43
0.113 0.035 0.020 660 43.26 28.53
0.116 0.034 0.019 642 44.71 28.31
0.114 0.034 0.020 688 44.23 28.04
0.114 0.035 0.018 656 42.13 27.07
0.110 0.034 0.027 690 42.14 32.28
0.110 0.033 0.027 669 42.76 32.05
0.106 0.034 0.025 527 39.44 32.13
0.109 0.036 0.027 635 40.70 32.08
0.110 0.032 0.026 534 42.38 32.31
0.109 0.032 0.026 566 42.68 33.09
0.090 0.035 0.030 605 51.66 38.13
0.094 0.034 0.031 592 52.95 39.08
0.091 0.034 0.030 573 51.33 39.29
0.091 0.037 0.030 577 54.03 39.70
0.090 0.036 0.031 606 52.77 37.88
0.091 0.037 0.030 566 50.62 38.91
0.104 0.035 0.032 659 37.54 32.85
0.107 0.033 0.031 582 40.43 33.00
0.106 0.035 0.032 662 37.11 35.28
0.105 0.036 0.031 580 40.31 32.78
0.106 0.036 0.030 574 40.34 34.70
0.105 0.035 0.032 671 37.20 35.28
0.108 0.034 0.022 654 31.48 27.21
0.111 0.034 0.023 663 32.45 28.33
0.108 0.034 0.024 720 33.72 28.08
0.109 0.033 0.022 682 34.12 28.58
0.109 0.033 0.022 735 33.39 27.93
0.109 0.034 0.023 726 32.67 27.79
0.109 0.033 0.019 566 35.56 24.39
0.109 0.033 0.019 562 32.99 24.05
0.109 0.033 0.019 623 35.96 24.99
0.109 0.033 0.019 561 32.63 24.72
0.109 0.033 0.019 536 32.95 23.81
0.108 0.033 0.019 560 34.98 24.33
0.112 0.033 0.023 721 32.95 24.82
0.112 0.034 0.021 687 30.83 25.30
0.110 0.033 0.022 706 34.35 25.26
0.109 0.033 0.023 723 34.74 25.99
0.107 0.034 0.023 715 34.25 25.96
0.108 0.033 0.023 716 32.64 25.20
0.111 0.033 0.023 717 32.41 24.99
0.108 0.033 0.022 733 33.28 25.60
0.110 0.033 0.023 721 33.09 26.29
0.109 0.033 0.022 705 31.06 25.33
0.109 0.034 0.024 704 33.49 25.55
0.110 0.033 0.021 730 32.95 25.51
0.099 0.037 0.031 818 42.96 36.41
0.100 0.037 0.032 942 40.88 35.28
0.096 0.036 0.032 909 41.61 34.92
0.098 0.038 0.031 903 43.62 34.02
0.098 0.039 0.031 931 41.56 34.66
0.097 0.039 0.033 879 41.55 33.85
0.098 0.037 0.032 812 51.61 36.38
0.097 0.035 0.031 848 54.85 36.39
0.098 0.037 0.032 831 49.49 34.57
0.097 0.036 0.032 815 50.69 35.60
0.096 0.037 0.032 795 52.19 35.90
0.099 0.037 0.033 796 51.14 37.06
0.096 0.033 0.030 693 65.45 42.81
0.097 0.034 0.032 693 65.95 44.80
0.097 0.033 0.030 705 65.47 42.12
0.100 0.034 0.032 646 66.28 43.64
0.097 0.033 0.032 639 64.10 40.26
0.096 0.035 0.032 667 64.54 44.96
0.096 0.038 0.031 717 48.34 33.39
0.096 0.038 0.031 717 47.30 32.85
0.096 0.038 0.031 703 48.31 34.45
0.096 0.038 0.031 719 47.55 33.47
0.097 0.038 0.031 715 47.18 32.88
0.096 0.038 0.031 730 47.61 33.97
