0.038 0.034 0.030 532 24.32 22.18
0.037 0.034 0.029 422 24.53 22.52
0.037 0.037 0.030 470 27.02 25.53
0.038 0.035 0.028 543 28.34 24.22
0.039 0.035 0.030 490 27.70 25.45
0.038 0.035 0.030 530 26.41 24.29
0.032 0.028 0.021 233 32.93 26.15
0.037 0.036 0.030 230 40.97 22.48
0.028 0.025 0.011 107 39.27 23.41
0.041 0.034 0.030 331 38.75 26.29
0.038 0.036 0.027 241 40.06 25.73
0.036 0.032 0.028 191 38.43 24.57
0.043 0.032 0.024 342 29.85 22.69
0.044 0.033 0.026 340 32.44 23.00
0.041 0.033 0.023 362 31.72 23.97
0.043 0.032 0.023 356 30.74 22.94
0.041 0.031 0.020 230 28.08 22.25
0.044 0.034 0.022 329 29.99 23.49
0.040 0.034 0.027 509 39.87 22.62
0.043 0.036 0.028 465 40.42 21.25
0.044 0.037 0.027 480 40.33 20.52
0.040 0.035 0.028 464 38.89 20.23
0.040 0.035 0.028 542 38.18 22.32
0.039 0.035 0.030 560 42.90 23.88
0.038 0.033 0.026 282 40.61 23.91
0.041 0.033 0.024 276 38.53 23.42
0.041 0.036 0.029 349 41.65 23.81
0.037 0.035 0.029 341 38.89 23.53
0.041 0.038 0.026 477 40.26 23.64
0.043 0.036 0.026 512 41.96 21.84
0.047 0.036 0.025 493 27.28 22.49
0.045 0.036 0.023 495 28.68 23.23
0.043 0.035 0.022 487 25.77 22.03
0.048 0.035 0.023 515 26.08 23.84
0.046 0.037 0.024 532 28.10 23.05
0.045 0.037 0.023 494 26.68 22.74
0.055 0.037 0.020 576 27.07 18.96
0.054 0.035 0.022 554 30.11 20.48
0.054 0.035 0.022 525 31.43 21.16
0.054 0.037 0.022 545 31.37 21.78
0.058 0.037 0.021 613 28.32 20.17
0.053 0.035 0.026 551 28.60 22.22
0.043 0.033 0.027 451 35.36 27.95
0.041 0.034 0.027 469 36.37 28.07
0.041 0.034 0.028 403 35.67 28.86
0.045 0.034 0.028 429 35.91 27.58
0.043 0.033 0.024 466 41.29 30.29
0.043 0.034 0.025 478 37.88 29.22
0.040 0.032 0.031 274 25.19 21.26
0.043 0.033 0.028 242 22.21 18.58
0.050 0.031 0.028 268 23.52 20.25
0.047 0.031 0.026 261 20.72 20.68
0.048 0.031 0.027 313 21.40 20.87
0.043 0.031 0.031 279 24.73 20.17
0.037 0.035 0.029 359 36.79 21.54
0.037 0.037 0.029 526 35.81 21.66
0.041 0.033 0.030 355 36.87 23.29
0.037 0.036 0.027 411 33.74 20.22
0.039 0.038 0.029 396 40.18 22.50
0.038 0.035 0.028 528 31.47 20.13
0.052 0.034 0.017 437 28.77 20.66
0.051 0.035 0.019 410 29.51 19.85
0.053 0.035 0.020 388 30.26 20.05
0.049 0.034 0.019 311 30.97 20.62
0.053 0.035 0.016 433 30.27 20.29
0.052 0.036 0.020 353 30.53 19.24
0.047 0.036 0.021 423 44.30 21.43
0.048 0.034 0.024 418 38.70 24.12
0.048 0.036 0.022 434 43.23 20.79
0.046 0.036 0.022 426 42.85 21.04
0.048 0.035 0.021 438 42.73 21.28
0.046 0.032 0.022 410 46.48 21.60
0.048 0.035 0.018 337 43.91 22.32
0.048 0.033 0.017 457 42.95 20.38
0.046 0.032 0.018 432 39.48 19.27
0.048 0.033 0.016 404 41.58 19.69
0.048 0.032 0.016 408 40.19 19.13
0.048 0.033 0.017 415 41.58 20.49
0.051 0.035 0.018 591 49.63 21.24
0.049 0.036 0.018 435 55.08 28.13
0.051 0.035 0.019 458 58.51 26.69
0.051 0.035 0.018 414 60.29 25.67
0.050 0.034 0.019 432 59.41 30.32
0.051 0.035 0.019 388 60.11 27.83
0.046 0.040 0.027 520 26.62 22.83
0.048 0.035 0.022 460 24.73 22.06
0.049 0.036 0.026 450 26.85 23.15
0.047 0.038 0.024 455 27.86 23.49
0.048 0.040 0.025 509 32.79 23.30
0.047 0.035 0.024 507 28.44 24.01
0.052 0.038 0.020 581 35.54 24.05
0.053 0.039 0.019 539 28.79 22.11
0.051 0.039 0.020 384 34.20 23.95
0.052 0.040 0.020 563 28.31 22.37
0.050 0.039 0.022 362 30.14 21.33
0.053 0.037 0.021 392 31.85 22.12
0.050 0.036 0.024 504 25.82 27.49
0.046 0.038 0.029 536 26.83 27.88
0.048 0.036 0.030 513 26.85 28.30
0.046 0.036 0.031 553 26.28 26.92
0.054 0.038 0.021 532 26.17 27.44
0.048 0.037 0.027 580 26.86 27.78
